#proteinId;gotermId;goName;gotermType;goAcc
1985948;13391;transcription regulator activity;molecular_function;GO:0030528
1985948;19908;regulation of transcription;biological_process;GO:0045449
1985948;2176;DNA binding;molecular_function;GO:0003677
1985948;2356;DNA-directed RNA polymerase activity;molecular_function;GO:0003899
1985948;4499;transcription;biological_process;GO:0006350
1985949;10048;isomerase activity;molecular_function;GO:0016853
1985949;3727;protein binding;molecular_function;GO:0005515
1985949;2233;peptidyl-prolyl cis-trans isomerase activity;molecular_function;GO:0003755
1985949;2975;cyclophilin;molecular_function;GO:0004600
1985949;12948;FK506-sensitive peptidyl-prolyl cis-trans isomerase;molecular_function;GO:0030051
1985949;17567;cyclophilin-type peptidyl-prolyl cis-trans isomerase activity;molecular_function;GO:0042027
1985950;9320;membrane;cellular_component;GO:0016020
1985951;2933;hydrolase activity, hydrolyzing O-glycosyl compounds;molecular_function;GO:0004553
1985951;4143;carbohydrate metabolic process;biological_process;GO:0005975
1985951;2946;chitinase activity;molecular_function;GO:0004568
1985951;6462;endochitinase activity;molecular_function;GO:0008843
1985954;6724;nucleoside metabolic process;biological_process;GO:0009116
1985959;3727;protein binding;molecular_function;GO:0005515
1985961;2290;catalytic activity;molecular_function;GO:0003824
1985961;5830;metabolic process;biological_process;GO:0008152
1985961;2436;acetyl-CoA C-acyltransferase activity;molecular_function;GO:0003988
1985962;2436;acetyl-CoA C-acyltransferase activity;molecular_function;GO:0003988
1985964;29;phosphopyruvate hydratase complex;cellular_component;GO:0000015
1985964;3008;phosphopyruvate hydratase activity;molecular_function;GO:0004634
1985964;4261;glycolysis;biological_process;GO:0006096
1985965;2888;monooxygenase activity;molecular_function;GO:0004497
1985965;4283;electron transport;biological_process;GO:0006118
1985965;4851;aromatic compound metabolic process;biological_process;GO:0006725
1985965;5830;metabolic process;biological_process;GO:0008152
1985965;9710;oxidoreductase activity;molecular_function;GO:0016491
1985965;10964;salicylate 1-monooxygenase activity;molecular_function;GO:0018658
1985966;18831;[formate-C-acetyltransferase]-activating enzyme activity;molecular_function;GO:0043365
1985969;2216;RNA binding;molecular_function;GO:0003723
1985969;2912;endoribonuclease activity;molecular_function;GO:0004521
1985969;2928;ribonuclease activity;molecular_function;GO:0004540
1985970;2196;transcription factor activity;molecular_function;GO:0003700
1985970;3838;nucleus;cellular_component;GO:0005634
1985970;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1985970;5939;zinc ion binding;molecular_function;GO:0008270
1985970;2176;DNA binding;molecular_function;GO:0003677
1985970;4499;transcription;biological_process;GO:0006350
1985972;9321;integral to membrane;cellular_component;GO:0016021
1985974;5830;metabolic process;biological_process;GO:0008152
1985974;9940;transferase activity;molecular_function;GO:0016740
1985974;2373;FMN adenylyltransferase activity;molecular_function;GO:0003919
1985976;6182;riboflavin kinase activity;molecular_function;GO:0008531
1985976;6836;riboflavin biosynthetic process;biological_process;GO:0009231
1985977;2176;DNA binding;molecular_function;GO:0003677
1985977;3838;nucleus;cellular_component;GO:0005634
1985977;4499;transcription;biological_process;GO:0006350
1985977;5939;zinc ion binding;molecular_function;GO:0008270
1985980;3708;binding;molecular_function;GO:0005488
1985980;3935;mitochondrial inner membrane;cellular_component;GO:0005743
1985980;4927;transport;biological_process;GO:0006810
1985981;2246;actin binding;molecular_function;GO:0003779
1985981;3827;intracellular;cellular_component;GO:0005622
1985983;10069;ligase activity;molecular_function;GO:0016874
1985983;6968;biotin binding;molecular_function;GO:0009374
1985983;2290;catalytic activity;molecular_function;GO:0003824
1985983;3736;ATP binding;molecular_function;GO:0005524
1985983;5830;metabolic process;biological_process;GO:0008152
1985985;3043;protein kinase activity;molecular_function;GO:0004672
1985985;3736;ATP binding;molecular_function;GO:0005524
1985985;4602;protein amino acid phosphorylation;biological_process;GO:0006468
1985985;3045;protein serine/threonine kinase activity;molecular_function;GO:0004674
1985985;3052;protein kinase CK2 activity;molecular_function;GO:0004682
1985991;2615;aminopeptidase activity;molecular_function;GO:0004177
1985991;3962;vacuole;cellular_component;GO:0005773
1985991;4639;proteolysis;biological_process;GO:0006508
1985991;5939;zinc ion binding;molecular_function;GO:0008270
1985991;2680;aminopeptidase I activity;molecular_function;GO:0004250
1985993;2888;monooxygenase activity;molecular_function;GO:0004497
1985993;3721;iron ion binding;molecular_function;GO:0005506
1985993;4283;electron transport;biological_process;GO:0006118
1985993;12251;heme binding;molecular_function;GO:0020037
1985993;20992;arabinan endo-1,5-alpha-L-arabinosidase activity;molecular_function;GO:0046558
1985994;5830;metabolic process;biological_process;GO:0008152
1985994;6724;nucleoside metabolic process;biological_process;GO:0009116
1985994;2486;amidophosphoribosyltransferase activity;molecular_function;GO:0004044
1985994;6721;purine base biosynthetic process;biological_process;GO:0009113
1985995;2196;transcription factor activity;molecular_function;GO:0003700
1985995;3838;nucleus;cellular_component;GO:0005634
1985995;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1985995;5939;zinc ion binding;molecular_function;GO:0008270
1985995;2176;DNA binding;molecular_function;GO:0003677
1985995;4499;transcription;biological_process;GO:0006350
1985998;3166;triacylglycerol lipase activity;molecular_function;GO:0004806
1986000;2196;transcription factor activity;molecular_function;GO:0003700
1986000;3838;nucleus;cellular_component;GO:0005634
1986000;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1986000;19030;sequence-specific DNA binding;molecular_function;GO:0043565
1986000;21401;protein dimerization activity;molecular_function;GO:0046983
1986003;162;nucleotide binding;molecular_function;GO:0000166
1986003;3172;aminoacyl-tRNA ligase activity;molecular_function;GO:0004812
1986003;3736;ATP binding;molecular_function;GO:0005524
1986003;3930;cytoplasm;cellular_component;GO:0005737
1986003;4556;translation;biological_process;GO:0006412
1986003;4567;glutamyl-tRNA aminoacylation;biological_process;GO:0006424
1986003;4561;tRNA aminoacylation for protein translation;biological_process;GO:0006418
1986003;3178;glutamate-tRNA ligase activity;molecular_function;GO:0004818
1986003;6929;glutamate-tRNA ligase complex;cellular_component;GO:0009332
1986004;4977;amino acid transport;biological_process;GO:0006865
1986004;8535;amino acid transmembrane transporter activity;molecular_function;GO:0015171
1986004;9320;membrane;cellular_component;GO:0016020
1986004;4927;transport;biological_process;GO:0006810
1986007;3838;nucleus;cellular_component;GO:0005634
1986007;10375;histone-lysine N-methyltransferase activity;molecular_function;GO:0018024
1986008;4443;base-excision repair;biological_process;GO:0006284
1986008;2290;catalytic activity;molecular_function;GO:0003824
1986008;4440;DNA repair;biological_process;GO:0006281
1986008;2362;DNA-(apurinic or apyrimidinic site) lyase activity;molecular_function;GO:0003906
1986009;5830;metabolic process;biological_process;GO:0008152
1986009;9957;transferase activity, transferring hexosyl groups;molecular_function;GO:0016758
1986013;3737;GTP binding;molecular_function;GO:0005525
1986013;4743;SRP-dependent cotranslational protein targeting to membrane;biological_process;GO:0006614
1986013;5980;7S RNA binding;molecular_function;GO:0008312
1986013;9320;membrane;cellular_component;GO:0016020
1986013;162;nucleotide binding;molecular_function;GO:0000166
1986013;10269;nucleoside-triphosphatase activity;molecular_function;GO:0017111
1986013;22828;signal recognition particle;cellular_component;GO:0048500
1986014;2216;RNA binding;molecular_function;GO:0003723
1986014;2915;ribonuclease III activity;molecular_function;GO:0004525
1986014;4541;RNA processing;biological_process;GO:0006396
1986018;4639;proteolysis;biological_process;GO:0006508
1986018;5909;metallopeptidase activity;molecular_function;GO:0008237
1986018;9985;hydrolase activity;molecular_function;GO:0016787
1986018;21401;protein dimerization activity;molecular_function;GO:0046983
1986018;2659;Gly-X carboxypeptidase activity;molecular_function;GO:0004226
1986019;3012;phosphoribosylaminoimidazole carboxylase activity;molecular_function;GO:0004638
1986019;4351;'de novo' IMP biosynthetic process;biological_process;GO:0006189
1986019;6917;phosphoribosylaminoimidazole carboxylase complex;cellular_component;GO:0009320
1986019;2290;catalytic activity;molecular_function;GO:0003824
1986019;3736;ATP binding;molecular_function;GO:0005524
1986021;2290;catalytic activity;molecular_function;GO:0003824
1986021;19375;cellular metabolic process;biological_process;GO:0044237
1986021;23921;coenzyme binding;molecular_function;GO:0050662
1986021;6365;L-threonine 3-dehydrogenase activity;molecular_function;GO:0008743
1986022;5830;metabolic process;biological_process;GO:0008152
1986022;9710;oxidoreductase activity;molecular_function;GO:0016491
1986022;2750;glucose dehydrogenase activity;molecular_function;GO:0004344
1986022;10756;pinocarveol dehydrogenase activity;molecular_function;GO:0018446
1986022;10757;chloral hydrate dehydrogenase activity;molecular_function;GO:0018447
1986022;10758;hydroxymethylmethylsilanediol oxidase activity;molecular_function;GO:0018448
1986022;10759;1-phenylethanol dehydrogenase activity;molecular_function;GO:0018449
1986022;10760;myrtenol dehydrogenase activity;molecular_function;GO:0018450
1986022;17983;versicolorin reductase activity;molecular_function;GO:0042469
1986022;20156;ketoreductase activity;molecular_function;GO:0045703
1986023;3642;sugar:hydrogen symporter activity;molecular_function;GO:0005351
1986023;6276;carbohydrate transport;biological_process;GO:0008643
1986023;9320;membrane;cellular_component;GO:0016020
1986023;3546;transporter activity;molecular_function;GO:0005215
1986023;4927;transport;biological_process;GO:0006810
1986023;9321;integral to membrane;cellular_component;GO:0016021
1986026;2933;hydrolase activity, hydrolyzing O-glycosyl compounds;molecular_function;GO:0004553
1986026;4143;carbohydrate metabolic process;biological_process;GO:0005975
1986026;14020;endo-1,4-beta-xylanase activity;molecular_function;GO:0031176
1986026;24668;regulation of endo-1,4-beta-xylanase activity;biological_process;GO:0051421
1986026;24669;negative regulation of endo-1,4-beta-xylanase activity;biological_process;GO:0051422
1986026;24670;positive regulation of endo-1,4-beta-xylanase activity;biological_process;GO:0051423
1986027;2290;catalytic activity;molecular_function;GO:0003824
1986027;9320;membrane;cellular_component;GO:0016020
1986029;9710;oxidoreductase activity;molecular_function;GO:0016491
1986029;23919;FAD binding;molecular_function;GO:0050660
1986029;2290;catalytic activity;molecular_function;GO:0003824
1986030;5830;metabolic process;biological_process;GO:0008152
1986030;9710;oxidoreductase activity;molecular_function;GO:0016491
1986030;21913;(+)-neomenthol dehydrogenase activity;molecular_function;GO:0047501
1986032;3546;transporter activity;molecular_function;GO:0005215
1986032;4970;oligopeptide transport;biological_process;GO:0006857
1986032;9320;membrane;cellular_component;GO:0016020
1986033;3727;protein binding;molecular_function;GO:0005515
1986033;4595;protein complex assembly;biological_process;GO:0006461
1986033;4994;intracellular protein transport;biological_process;GO:0006886
1986033;9480;vesicle-mediated transport;biological_process;GO:0016192
1986033;13025;clathrin adaptor complex;cellular_component;GO:0030131
1986033;6212;protein transporter activity;molecular_function;GO:0008565
1986033;4927;transport;biological_process;GO:0006810
1986035;4639;proteolysis;biological_process;GO:0006508
1986035;5907;metalloexopeptidase activity;molecular_function;GO:0008235
1986036;18831;[formate-C-acetyltransferase]-activating enzyme activity;molecular_function;GO:0043365
1986037;4977;amino acid transport;biological_process;GO:0006865
1986037;8535;amino acid transmembrane transporter activity;molecular_function;GO:0015171
1986037;9320;membrane;cellular_component;GO:0016020
1986037;9321;integral to membrane;cellular_component;GO:0016021
1986037;4927;transport;biological_process;GO:0006810
1986038;5939;zinc ion binding;molecular_function;GO:0008270
1986039;2290;catalytic activity;molecular_function;GO:0003824
1986039;21295;metal ion binding;molecular_function;GO:0046872
1986039;24786;4 iron, 4 sulfur cluster binding;molecular_function;GO:0051539
1986039;4894;Mo-molybdopterin cofactor biosynthetic process;biological_process;GO:0006777
1986039;24783;iron-sulfur cluster binding;molecular_function;GO:0051536
1986039;11295;molybdopterin synthase complex;cellular_component;GO:0019008
1986043;9710;oxidoreductase activity;molecular_function;GO:0016491
1986043;23919;FAD binding;molecular_function;GO:0050660
1986044;2196;transcription factor activity;molecular_function;GO:0003700
1986044;3838;nucleus;cellular_component;GO:0005634
1986044;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1986044;5939;zinc ion binding;molecular_function;GO:0008270
1986045;140;Golgi membrane;cellular_component;GO:0000139
1986045;3642;sugar:hydrogen symporter activity;molecular_function;GO:0005351
1986045;6276;carbohydrate transport;biological_process;GO:0008643
1986045;9321;integral to membrane;cellular_component;GO:0016021
1986048;6667;biosynthetic process;biological_process;GO:0009058
1986048;2315;3-deoxy-7-phosphoheptulonate synthase activity;molecular_function;GO:0003849
1986048;6682;aromatic amino acid family biosynthetic process;biological_process;GO:0009073
1986051;3736;ATP binding;molecular_function;GO:0005524
1986051;5021;apoptosis;biological_process;GO:0006915
1986052;2888;monooxygenase activity;molecular_function;GO:0004497
1986052;3721;iron ion binding;molecular_function;GO:0005506
1986052;4283;electron transport;biological_process;GO:0006118
1986052;12251;heme binding;molecular_function;GO:0020037
1986052;23642;unspecific monooxygenase activity;molecular_function;GO:0050381
1986053;111;imidazoleglycerol-phosphate synthase activity;molecular_function;GO:0000107
1986053;10420;NAD(P)-cysteine ADP-ribosyltransferase activity;molecular_function;GO:0018071
1986053;10461;NAD(P)-asparagine ADP-ribosyltransferase activity;molecular_function;GO:0018121
1986053;10467;NAD(P)-serine ADP-ribosyltransferase activity;molecular_function;GO:0018127
1986053;19331;7-cyano-7-deazaguanine tRNA-ribosyltransferase activity;molecular_function;GO:0043867
1986054;2227;structural constituent of ribosome;molecular_function;GO:0003735
1986054;3827;intracellular;cellular_component;GO:0005622
1986054;4025;ribosome;cellular_component;GO:0005840
1986054;4556;translation;biological_process;GO:0006412
1986055;3708;binding;molecular_function;GO:0005488
1986057;2227;structural constituent of ribosome;molecular_function;GO:0003735
1986057;3827;intracellular;cellular_component;GO:0005622
1986057;4025;ribosome;cellular_component;GO:0005840
1986057;4556;translation;biological_process;GO:0006412
1986058;3708;binding;molecular_function;GO:0005488
1986058;3935;mitochondrial inner membrane;cellular_component;GO:0005743
1986058;4927;transport;biological_process;GO:0006810
1986059;2636;calcium-dependent cysteine-type endopeptidase activity;molecular_function;GO:0004198
1986059;3827;intracellular;cellular_component;GO:0005622
1986059;4639;proteolysis;biological_process;GO:0006508
1986059;2635;cysteine-type endopeptidase activity;molecular_function;GO:0004197
1986060;9710;oxidoreductase activity;molecular_function;GO:0016491
1986060;3722;copper ion binding;molecular_function;GO:0005507
1986060;6128;laccase activity;molecular_function;GO:0008471
1986061;3736;ATP binding;molecular_function;GO:0005524
1986061;162;nucleotide binding;molecular_function;GO:0000166
1986061;10269;nucleoside-triphosphatase activity;molecular_function;GO:0017111
1986061;3727;protein binding;molecular_function;GO:0005515
1986061;11802;protein metabolic process;biological_process;GO:0019538
1986061;2450;ATP-dependent DNA helicase activity;molecular_function;GO:0004003
1986061;2451;ATP-dependent RNA helicase activity;molecular_function;GO:0004004
1986061;5716;ATP-dependent helicase activity;molecular_function;GO:0008026
1986061;5778;DNA-dependent ATPase activity;molecular_function;GO:0008094
1986061;5860;RNA-dependent ATPase activity;molecular_function;GO:0008186
1986061;8800;protein-transmembrane transporting ATPase activity;molecular_function;GO:0015462
1986061;10082;ATPase activity;molecular_function;GO:0016887
1986061;10273;single-stranded DNA-dependent ATP-dependent DNA helicase activity;molecular_function;GO:0017116
1986061;18132;ATPase activity, coupled;molecular_function;GO:0042623
1986061;18133;ATPase activity, uncoupled;molecular_function;GO:0042624
1986061;18134;ATPase activity, coupled to transmembrane movement of ions;molecular_function;GO:0042625
1986061;18135;ATPase activity, coupled to transmembrane movement of substances;molecular_function;GO:0042626
1986069;2657;ubiquitin thiolesterase activity;molecular_function;GO:0004221
1986069;4642;ubiquitin-dependent protein catabolic process;biological_process;GO:0006511
1986070;2916;ribonuclease P activity;molecular_function;GO:0004526
1986072;3708;binding;molecular_function;GO:0005488
1986075;2196;transcription factor activity;molecular_function;GO:0003700
1986075;3838;nucleus;cellular_component;GO:0005634
1986075;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1986075;2175;nucleic acid binding;molecular_function;GO:0003676
1986075;3827;intracellular;cellular_component;GO:0005622
1986075;5939;zinc ion binding;molecular_function;GO:0008270
1986077;110;histidine biosynthetic process;biological_process;GO:0000105
1986077;2290;catalytic activity;molecular_function;GO:0003824
1986077;5830;metabolic process;biological_process;GO:0008152
1986077;2402;1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity;molecular_function;GO:0003949
1986079;2175;nucleic acid binding;molecular_function;GO:0003676
1986079;2792;helicase activity;molecular_function;GO:0004386
1986079;3736;ATP binding;molecular_function;GO:0005524
1986079;5716;ATP-dependent helicase activity;molecular_function;GO:0008026
1986080;2175;nucleic acid binding;molecular_function;GO:0003676
1986080;5939;zinc ion binding;molecular_function;GO:0008270
1986082;2658;metalloendopeptidase activity;molecular_function;GO:0004222
1986082;4639;proteolysis;biological_process;GO:0006508
1986082;5939;zinc ion binding;molecular_function;GO:0008270
1986082;2290;catalytic activity;molecular_function;GO:0003824
1986082;21295;metal ion binding;molecular_function;GO:0046872
1986082;2663;insulysin activity;molecular_function;GO:0004231
1986083;2657;ubiquitin thiolesterase activity;molecular_function;GO:0004221
1986083;4642;ubiquitin-dependent protein catabolic process;biological_process;GO:0006511
1986083;4643;ubiquitin cycle;biological_process;GO:0006512
1986084;2553;3',5'-cyclic-nucleotide phosphodiesterase activity;molecular_function;GO:0004114
1986084;5250;signal transduction;biological_process;GO:0007165
1986084;2290;catalytic activity;molecular_function;GO:0003824
1986084;24589;regulation of cyclic-nucleotide phosphodiesterase activity;biological_process;GO:0051342
1986085;2623;serine carboxypeptidase activity;molecular_function;GO:0004185
1986085;4639;proteolysis;biological_process;GO:0006508
1986085;2624;carboxypeptidase C activity;molecular_function;GO:0004186
1986085;2685;vacuolar carboxypeptidase Y;molecular_function;GO:0004258
1986087;2216;RNA binding;molecular_function;GO:0003723
1986087;2227;structural constituent of ribosome;molecular_function;GO:0003735
1986087;3827;intracellular;cellular_component;GO:0005622
1986087;4025;ribosome;cellular_component;GO:0005840
1986087;4556;translation;biological_process;GO:0006412
1986087;2175;nucleic acid binding;molecular_function;GO:0003676
1986090;3736;ATP binding;molecular_function;GO:0005524
1986090;3891;chromosome;cellular_component;GO:0005694
1986090;4420;DNA metabolic process;biological_process;GO:0006259
1986090;3727;protein binding;molecular_function;GO:0005515
1986090;24525;chromosome organization and biogenesis;biological_process;GO:0051276
1986091;2176;DNA binding;molecular_function;GO:0003677
1986091;3736;ATP binding;molecular_function;GO:0005524
1986091;2175;nucleic acid binding;molecular_function;GO:0003676
1986091;2792;helicase activity;molecular_function;GO:0004386
1986091;3708;binding;molecular_function;GO:0005488
1986094;6667;biosynthetic process;biological_process;GO:0009058
1986094;9967;transferase activity, transferring nitrogenous groups;molecular_function;GO:0016769
1986094;13063;pyridoxal phosphate binding;molecular_function;GO:0030170
1986094;3123;serine C-palmitoyltransferase activity;molecular_function;GO:0004758
1986094;10222;serine C-palmitoyltransferase complex;cellular_component;GO:0017059
1986095;2290;catalytic activity;molecular_function;GO:0003824
1986095;5830;metabolic process;biological_process;GO:0008152
1986095;13580;acetoacetate-CoA ligase activity;molecular_function;GO:0030729
1986096;3200;ubiquitin-protein ligase activity;molecular_function;GO:0004842
1986096;24685;regulation of ubiquitin-protein ligase activity;biological_process;GO:0051438
1986096;24687;regulation of ubiquitin-protein ligase activity during meiotic cell cycle;biological_process;GO:0051440
1986096;24690;positive regulation of ubiquitin-protein ligase activity;biological_process;GO:0051443
1986096;24691;negative regulation of ubiquitin-protein ligase activity;biological_process;GO:0051444
1986099;9321;integral to membrane;cellular_component;GO:0016021
1986099;23553;sphingosine N-acyltransferase activity;molecular_function;GO:0050291
1986100;3736;ATP binding;molecular_function;GO:0005524
1986100;10082;ATPase activity;molecular_function;GO:0016887
1986100;162;nucleotide binding;molecular_function;GO:0000166
1986100;10269;nucleoside-triphosphatase activity;molecular_function;GO:0017111
1986100;4927;transport;biological_process;GO:0006810
1986100;9321;integral to membrane;cellular_component;GO:0016021
1986100;18135;ATPase activity, coupled to transmembrane movement of substances;molecular_function;GO:0042626
1986100;6209;xenobiotic-transporting ATPase activity;molecular_function;GO:0008559
1986103;5250;signal transduction;biological_process;GO:0007165
1986105;4931;sodium ion transport;biological_process;GO:0006814
1986105;4993;regulation of pH;biological_process;GO:0006885
1986105;8728;sodium:hydrogen antiporter activity;molecular_function;GO:0015385
1986105;9321;integral to membrane;cellular_component;GO:0016021
1986105;8649;solute:hydrogen antiporter activity;molecular_function;GO:0015299
1986106;2875;mRNA guanylyltransferase activity;molecular_function;GO:0004484
1986106;4518;mRNA capping;biological_process;GO:0006370
1986106;4542;mRNA processing;biological_process;GO:0006397
1986106;2365;DNA ligase (ATP) activity;molecular_function;GO:0003910
1986106;3736;ATP binding;molecular_function;GO:0005524
1986106;4421;DNA replication;biological_process;GO:0006260
1986106;4440;DNA repair;biological_process;GO:0006281
1986106;4468;DNA recombination;biological_process;GO:0006310
1986108;3708;binding;molecular_function;GO:0005488
1986109;224;nuclear chromosome;cellular_component;GO:0000228
1986109;4488;chromatin remodeling;biological_process;GO:0006338
1986110;4639;proteolysis;biological_process;GO:0006508
1986110;5907;metalloexopeptidase activity;molecular_function;GO:0008235
1986110;2669;methionyl aminopeptidase activity;molecular_function;GO:0004239
1986111;3727;protein binding;molecular_function;GO:0005515
1986111;5939;zinc ion binding;molecular_function;GO:0008270
1986112;2175;nucleic acid binding;molecular_function;GO:0003676
1986112;2216;RNA binding;molecular_function;GO:0003723
1986112;3708;binding;molecular_function;GO:0005488
1986118;3727;protein binding;molecular_function;GO:0005515
1986118;5239;cell communication;biological_process;GO:0007154
1986118;17271;phosphoinositide binding;molecular_function;GO:0035091
1986123;5830;metabolic process;biological_process;GO:0008152
1986123;9710;oxidoreductase activity;molecular_function;GO:0016491
1986123;2474;aldehyde dehydrogenase [NAD(P)+] activity;molecular_function;GO:0004030
1986124;3838;nucleus;cellular_component;GO:0005634
1986124;13391;transcription regulator activity;molecular_function;GO:0030528
1986124;19908;regulation of transcription;biological_process;GO:0045449
1986126;3284;mating-type factor pheromone receptor activity;molecular_function;GO:0004932
1986126;5270;G-protein coupled receptor protein signaling pathway;biological_process;GO:0007186
1986126;9321;integral to membrane;cellular_component;GO:0016021
1986127;2195;single-stranded DNA binding;molecular_function;GO:0003697
1986128;2769;glutathione synthase activity;molecular_function;GO:0004363
1986128;3736;ATP binding;molecular_function;GO:0005524
1986128;4873;glutathione biosynthetic process;biological_process;GO:0006750
1986128;2290;catalytic activity;molecular_function;GO:0003824
1986129;2176;DNA binding;molecular_function;GO:0003677
1986129;3736;ATP binding;molecular_function;GO:0005524
1986129;2175;nucleic acid binding;molecular_function;GO:0003676
1986129;2792;helicase activity;molecular_function;GO:0004386
1986130;5830;metabolic process;biological_process;GO:0008152
1986130;9940;transferase activity;molecular_function;GO:0016740
1986130;6667;biosynthetic process;biological_process;GO:0009058
1986130;9967;transferase activity, transferring nitrogenous groups;molecular_function;GO:0016769
1986130;13063;pyridoxal phosphate binding;molecular_function;GO:0030170
1986130;2336;5-aminolevulinate synthase activity;molecular_function;GO:0003870
1986130;15848;tetrapyrrole biosynthetic process;biological_process;GO:0033014
1986133;2815;hydroxyethylthiazole kinase activity;molecular_function;GO:0004417
1986133;6833;thiamin biosynthetic process;biological_process;GO:0009228
1986133;3149;thiamin-phosphate diphosphorylase activity;molecular_function;GO:0004789
1986136;4758;lipid metabolic process;biological_process;GO:0006629
1986136;5830;metabolic process;biological_process;GO:0008152
1986137;9985;hydrolase activity;molecular_function;GO:0016787
1986137;6771;nucleotide catabolic process;biological_process;GO:0009166
1986139;2196;transcription factor activity;molecular_function;GO:0003700
1986139;3838;nucleus;cellular_component;GO:0005634
1986139;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1986139;19030;sequence-specific DNA binding;molecular_function;GO:0043565
1986139;21401;protein dimerization activity;molecular_function;GO:0046983
1986140;2747;gluconolactonase activity;molecular_function;GO:0004341
1986142;5010;vesicle docking during exocytosis;biological_process;GO:0006904
1986142;9480;vesicle-mediated transport;biological_process;GO:0016192
1986144;2996;lysophospholipase activity;molecular_function;GO:0004622
1986146;2216;RNA binding;molecular_function;GO:0003723
1986146;2915;ribonuclease III activity;molecular_function;GO:0004525
1986146;4541;RNA processing;biological_process;GO:0006396
1986146;2175;nucleic acid binding;molecular_function;GO:0003676
1986146;2792;helicase activity;molecular_function;GO:0004386
1986146;3736;ATP binding;molecular_function;GO:0005524
1986146;5716;ATP-dependent helicase activity;molecular_function;GO:0008026
1986146;9670;bidentate ribonuclease III activity;molecular_function;GO:0016443
1986149;3043;protein kinase activity;molecular_function;GO:0004672
1986149;3736;ATP binding;molecular_function;GO:0005524
1986149;4602;protein amino acid phosphorylation;biological_process;GO:0006468
1986149;3045;protein serine/threonine kinase activity;molecular_function;GO:0004674
1986150;162;nucleotide binding;molecular_function;GO:0000166
1986150;3172;aminoacyl-tRNA ligase activity;molecular_function;GO:0004812
1986150;3736;ATP binding;molecular_function;GO:0005524
1986150;3930;cytoplasm;cellular_component;GO:0005737
1986150;4556;translation;biological_process;GO:0006412
1986150;4561;tRNA aminoacylation for protein translation;biological_process;GO:0006418
1986150;3177;cysteine-tRNA ligase activity;molecular_function;GO:0004817
1986150;4566;cysteinyl-tRNA aminoacylation;biological_process;GO:0006423
1986156;3642;sugar:hydrogen symporter activity;molecular_function;GO:0005351
1986156;6276;carbohydrate transport;biological_process;GO:0008643
1986156;9320;membrane;cellular_component;GO:0016020
1986156;3546;transporter activity;molecular_function;GO:0005215
1986156;4927;transport;biological_process;GO:0006810
1986156;9321;integral to membrane;cellular_component;GO:0016021
1986158;6667;biosynthetic process;biological_process;GO:0009058
1986158;10028;oxo-acid-lyase activity;molecular_function;GO:0016833
1986158;2491;anthranilate synthase activity;molecular_function;GO:0004049
1986158;4121;anthranilate synthase complex;cellular_component;GO:0005950
1986160;5830;metabolic process;biological_process;GO:0008152
1986160;9710;oxidoreductase activity;molecular_function;GO:0016491
1986160;3111;retinol dehydrogenase activity;molecular_function;GO:0004745
1986163;11979;calcium-mediated signaling;biological_process;GO:0019722
1986164;162;nucleotide binding;molecular_function;GO:0000166
1986164;3186;phenylalanine-tRNA ligase activity;molecular_function;GO:0004826
1986164;3736;ATP binding;molecular_function;GO:0005524
1986164;3930;cytoplasm;cellular_component;GO:0005737
1986164;4556;translation;biological_process;GO:0006412
1986164;4575;phenylalanyl-tRNA aminoacylation;biological_process;GO:0006432
1986164;62;tRNA binding;molecular_function;GO:0000049
1986164;281;magnesium ion binding;molecular_function;GO:0000287
1986164;5721;tRNA processing;biological_process;GO:0008033
1986164;3172;aminoacyl-tRNA ligase activity;molecular_function;GO:0004812
1986164;4561;tRNA aminoacylation for protein translation;biological_process;GO:0006418
1986164;6925;phenylalanine-tRNA ligase complex;cellular_component;GO:0009328
1986165;3708;binding;molecular_function;GO:0005488
1986165;3935;mitochondrial inner membrane;cellular_component;GO:0005743
1986165;4927;transport;biological_process;GO:0006810
1986166;2176;DNA binding;molecular_function;GO:0003677
1986166;2356;DNA-directed RNA polymerase activity;molecular_function;GO:0003899
1986166;3838;nucleus;cellular_component;GO:0005634
1986166;4499;transcription;biological_process;GO:0006350
1986166;21401;protein dimerization activity;molecular_function;GO:0046983
1986167;575;adenyl-nucleotide exchange factor activity;molecular_function;GO:0000774
1986167;4591;protein folding;biological_process;GO:0006457
1986167;18307;protein homodimerization activity;molecular_function;GO:0042803
1986167;24341;chaperone binding;molecular_function;GO:0051087
1986167;3727;protein binding;molecular_function;GO:0005515
1986170;2227;structural constituent of ribosome;molecular_function;GO:0003735
1986170;3827;intracellular;cellular_component;GO:0005622
1986170;4025;ribosome;cellular_component;GO:0005840
1986170;4556;translation;biological_process;GO:0006412
1986171;162;nucleotide binding;molecular_function;GO:0000166
1986171;10269;nucleoside-triphosphatase activity;molecular_function;GO:0017111
1986171;2176;DNA binding;molecular_function;GO:0003677
1986171;3838;nucleus;cellular_component;GO:0005634
